20120518, 199.9200, 201.4679, 195.1600, 195.8800, 22381000
20120511, 203.9600, 204.7700, 199.0600, 201.1700, 17219400
20120504, 206.7100, 208.9290, 204.4000, 204.9900, 14699600
20120427, 197.8900, 208.1700, 196.7910, 206.8100, 20048100
20120420, 204.7400, 207.6400, 197.5210, 199.6000, 30566700
20120413, 204.4000, 206.1700, 202.1700, 202.8000, 17522600
20120405, 208.9600, 210.6900, 204.4600, 205.4700, 15692400
20120330, 206.4500, 209.1200, 206.0200, 208.6500, 16007300
20120323, 205.7100, 206.5300, 203.7020, 205.4800, 17132200
20120316, 200.9300, 207.5200, 200.2300, 206.0100, 25846100
20120309, 198.3600, 201.1900, 196.8120, 200.6200, 21823600
20120302, 196.7800, 199.1700, 196.1000, 198.8100, 19330600
20120224, 193.7300, 199.2300, 192.4600, 197.7600, 17955300
20120217, 193.3100, 193.8600, 190.8310, 193.4200, 17149800
20120210, 192.4800, 194.4600, 191.2800, 192.4200, 18144100
20120203, 189.3900, 194.8100, 188.2200, 193.6400, 22703600
20120127, 187.9100, 192.7900, 187.6700, 190.4600, 22822200
20120120, 180.3600, 188.9700, 179.3200, 188.5200, 32020900
20120113, 182.2000, 183.7200, 177.3472, 179.1600, 26633200
20120106, 186.7300, 188.7100, 182.3100, 182.5400, 19352900
20111230, 184.9700, 186.4800, 183.3400, 183.8800, 12119700
20111223, 184.5100, 187.3300, 179.0400, 184.7500, 27166800
20111216, 193.6400, 194.3000, 181.9100, 183.5700, 30186100
20111209, 191.1800, 194.9000, 190.3200, 194.5600, 24142900
20111202, 182.7100, 191.3300, 180.6700, 189.6600, 25843600
20111125, 183.3700, 183.9600, 177.0600, 177.0600, 16357400
20111118, 189.1700, 189.9700, 183.3900, 185.2400, 25522100
20111111, 186.2200, 187.8800, 181.1600, 187.3800, 20903100
20111104, 185.5900, 187.7800, 180.7400, 186.3800, 22918900
20111028, 181.5100, 188.0700, 179.0300, 187.4500, 28719000
20111021, 189.7100, 190.1600, 176.1700, 181.6300, 46796000
20111014, 183.0000, 190.5300, 182.9000, 190.5300, 26220900
20111007, 174.3600, 183.7200, 168.8800, 182.3900, 38117800
20110930, 170.9600, 180.9100, 169.8600, 174.8700, 36868400
20110923, 169.5000, 177.6700, 165.7600, 169.3400, 31790500
20110916, 159.6400, 172.9900, 158.7600, 172.9900, 33464200
20110909, 163.0600, 169.5800, 160.8100, 161.3700, 25328900
20110902, 170.5800, 173.7200, 166.0000, 166.9800, 26288300
20110826, 161.3500, 169.3300, 157.6200, 169.1400, 33789200
20110819, 171.3200, 174.0000, 157.1300, 157.5400, 47511700
20110812, 168.8300, 172.6100, 161.8500, 168.2000, 56678700
20110805, 182.6000, 183.6900, 166.5200, 172.9800, 41229200
20110729, 183.8900, 184.9600, 179.7300, 181.8500, 26294400
20110722, 174.7300, 185.6300, 173.5800, 185.1800, 37500900
20110715, 174.9000, 176.3200, 173.8400, 175.5400, 23838300
20110708, 173.5200, 177.7700, 173.5200, 176.4900, 20777900
20110701, 165.7400, 174.6500, 165.2100, 174.5400, 23400700
20110624, 163.7000, 166.8100, 163.5900, 165.0700, 22978000
20110617, 164.4400, 165.1000, 161.5200, 164.4400, 29385600
20110610, 164.7600, 165.9600, 162.8700, 163.1800, 20640600
20110603, 168.4400, 169.8900, 164.1300, 165.0500, 23342600
20110527, 168.5800, 168.6900, 165.9000, 167.5000, 22718600
20110520, 169.8100, 171.4100, 166.5300, 170.1600, 25997900
20110513, 168.3900, 172.7700, 167.8200, 169.9200, 23498700
20110506, 172.1100, 173.5400, 167.5000, 168.8900, 29465600
20110429, 167.6500, 173.0000, 167.2300, 170.5800, 26858900
20110421, 164.6400, 168.4500, 162.1900, 168.2800, 29758000
20110415, 163.4400, 166.3400, 162.3000, 166.2100, 22168000
20110408, 164.4200, 164.7500, 163.1600, 164.0500, 17602700
20110401, 161.5400, 164.4200, 161.1200, 164.2700, 19066300
20110325, 157.6400, 162.7400, 157.0700, 162.1800, 25371800
20110318, 161.1600, 161.9804, 151.7100, 155.8900, 41798000
20110311, 161.6000, 167.7200, 158.8500, 162.4300, 31095800
20110304, 162.3600, 164.3100, 159.4100, 161.8300, 21537300
20110225, 163.5700, 164.2600, 159.0300, 162.2800, 21433300
20110218, 164.1800, 164.8400, 162.5200, 164.8400, 18590000
20110211, 164.0800, 166.2500, 163.1800, 163.8500, 26097300
